region,district,district_short,type,type_short,name,latitude,longitude,is_district_shown
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Красная Звезда,45.5698306,40.4760639,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Красноармейский,45.495111,40.3842389,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Лосево,45.5509639,40.594472,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Мирской,45.5414583,40.401028,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Озёрный,45.5304222,40.7373722,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Октябрьский,45.4794222,40.4472583,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Полтавский,45.5755528,40.4574361,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Прибрежный,45.5790972,40.4547889,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Привольный,45.5584333,40.4857694,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Пролетарский,45.5158278,40.6468028,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Пролетарский,45.54306,40.75556,1
Краснодарский край,Кавказский район,Кавказский р‑н,посёлок,п.,Расцвет,45.5557333,40.269389,1
Краснодарский край,Кавказский район,Кавказский р‑н,хутор,х.,Рогачев,45.5474333,40.5414222,1
